+----------------------------------------------------+------------+
|                      Modules                       | Parameters |
|     transformer_blocks.13.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.13.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.13.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.13.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.13.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.13.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.13.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.13.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.13.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.13.ff.net.2.weight        |  37748736  |
|        transformer_blocks.13.ff.net.2.bias         |    3072    |
| transformer_blocks.13.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.13.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.13.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.13.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.14.norm1.linear.weight      |  56623104  |
|      transformer_blocks.14.norm1.linear.bias       |   18432    |
| transformer_blocks.14.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.14.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.14.attn.norm_q.weight      |    128     |
|      transformer_blocks.14.attn.norm_k.weight      |    128     |
|       transformer_blocks.14.attn.to_q.weight       |  9437184   |
|        transformer_blocks.14.attn.to_q.bias        |    3072    |
|       transformer_blocks.14.attn.to_k.weight       |  9437184   |
|        transformer_blocks.14.attn.to_k.bias        |    3072    |
|       transformer_blocks.14.attn.to_v.weight       |  9437184   |
|        transformer_blocks.14.attn.to_v.bias        |    3072    |
|    transformer_blocks.14.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.14.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.14.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.14.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.14.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.14.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.14.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.14.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.14.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.14.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.14.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.14.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.14.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.14.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.14.ff.net.2.weight        |  37748736  |
|        transformer_blocks.14.ff.net.2.bias         |    3072    |
| transformer_blocks.14.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.14.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.14.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.14.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.15.norm1.linear.weight      |  56623104  |
|      transformer_blocks.15.norm1.linear.bias       |   18432    |
| transformer_blocks.15.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.15.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.15.attn.norm_q.weight      |    128     |
|      transformer_blocks.15.attn.norm_k.weight      |    128     |
|       transformer_blocks.15.attn.to_q.weight       |  9437184   |
|        transformer_blocks.15.attn.to_q.bias        |    3072    |
|       transformer_blocks.15.attn.to_k.weight       |  9437184   |
|        transformer_blocks.15.attn.to_k.bias        |    3072    |
|       transformer_blocks.15.attn.to_v.weight       |  9437184   |
|        transformer_blocks.15.attn.to_v.bias        |    3072    |
|    transformer_blocks.15.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.15.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.15.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.15.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.15.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.15.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.15.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.15.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.15.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.15.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.15.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.15.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.15.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.15.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.15.ff.net.2.weight        |  37748736  |
|        transformer_blocks.15.ff.net.2.bias         |    3072    |
| transformer_blocks.15.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.15.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.15.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.15.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.16.norm1.linear.weight      |  56623104  |
|      transformer_blocks.16.norm1.linear.bias       |   18432    |
| transformer_blocks.16.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.16.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.16.attn.norm_q.weight      |    128     |
|      transformer_blocks.16.attn.norm_k.weight      |    128     |
|       transformer_blocks.16.attn.to_q.weight       |  9437184   |
|        transformer_blocks.16.attn.to_q.bias        |    3072    |
|       transformer_blocks.16.attn.to_k.weight       |  9437184   |
|        transformer_blocks.16.attn.to_k.bias        |    3072    |
|       transformer_blocks.16.attn.to_v.weight       |  9437184   |
|        transformer_blocks.16.attn.to_v.bias        |    3072    |
|    transformer_blocks.16.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.16.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.16.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.16.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.16.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.16.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.16.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.16.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.16.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.16.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.16.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.16.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.16.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.16.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.16.ff.net.2.weight        |  37748736  |
|        transformer_blocks.16.ff.net.2.bias         |    3072    |
| transformer_blocks.16.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.16.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.16.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.16.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.17.norm1.linear.weight      |  56623104  |
|      transformer_blocks.17.norm1.linear.bias       |   18432    |
| transformer_blocks.17.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.17.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.17.attn.norm_q.weight      |    128     |
|      transformer_blocks.17.attn.norm_k.weight      |    128     |
|       transformer_blocks.17.attn.to_q.weight       |  9437184   |
|        transformer_blocks.17.attn.to_q.bias        |    3072    |
|       transformer_blocks.17.attn.to_k.weight       |  9437184   |
|        transformer_blocks.17.attn.to_k.bias        |    3072    |
|       transformer_blocks.17.attn.to_v.weight       |  9437184   |
|        transformer_blocks.17.attn.to_v.bias        |    3072    |
|    transformer_blocks.17.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.17.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.17.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.17.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.17.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.17.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.17.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.17.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.17.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.17.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.17.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.17.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.17.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.17.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.17.ff.net.2.weight        |  37748736  |
|        transformer_blocks.17.ff.net.2.bias         |    3072    |
| transformer_blocks.17.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.17.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.17.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.17.ff_context.net.2.bias     |    3072    |
|     transformer_blocks.18.norm1.linear.weight      |  56623104  |
|      transformer_blocks.18.norm1.linear.bias       |   18432    |
| transformer_blocks.18.norm1_context.linear.weight  |  56623104  |
|  transformer_blocks.18.norm1_context.linear.bias   |   18432    |
|      transformer_blocks.18.attn.norm_q.weight      |    128     |
|      transformer_blocks.18.attn.norm_k.weight      |    128     |
|       transformer_blocks.18.attn.to_q.weight       |  9437184   |
|        transformer_blocks.18.attn.to_q.bias        |    3072    |
|       transformer_blocks.18.attn.to_k.weight       |  9437184   |
|        transformer_blocks.18.attn.to_k.bias        |    3072    |
|       transformer_blocks.18.attn.to_v.weight       |  9437184   |
|        transformer_blocks.18.attn.to_v.bias        |    3072    |
|    transformer_blocks.18.attn.add_k_proj.weight    |  9437184   |
|     transformer_blocks.18.attn.add_k_proj.bias     |    3072    |
|    transformer_blocks.18.attn.add_v_proj.weight    |  9437184   |
|     transformer_blocks.18.attn.add_v_proj.bias     |    3072    |
|    transformer_blocks.18.attn.add_q_proj.weight    |  9437184   |
|     transformer_blocks.18.attn.add_q_proj.bias     |    3072    |
|     transformer_blocks.18.attn.to_out.0.weight     |  9437184   |
|      transformer_blocks.18.attn.to_out.0.bias      |    3072    |
|    transformer_blocks.18.attn.to_add_out.weight    |  9437184   |
|     transformer_blocks.18.attn.to_add_out.bias     |    3072    |
|   transformer_blocks.18.attn.norm_added_q.weight   |    128     |
|   transformer_blocks.18.attn.norm_added_k.weight   |    128     |
|     transformer_blocks.18.ff.net.0.proj.weight     |  37748736  |
|      transformer_blocks.18.ff.net.0.proj.bias      |   12288    |
|       transformer_blocks.18.ff.net.2.weight        |  37748736  |
|        transformer_blocks.18.ff.net.2.bias         |    3072    |
| transformer_blocks.18.ff_context.net.0.proj.weight |  37748736  |
|  transformer_blocks.18.ff_context.net.0.proj.bias  |   12288    |
|   transformer_blocks.18.ff_context.net.2.weight    |  37748736  |
|    transformer_blocks.18.ff_context.net.2.bias     |    3072    |
|   single_transformer_blocks.0.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.0.norm.linear.bias    |    9216    |
|    single_transformer_blocks.0.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.0.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.0.proj_out.weight     |  47185920  |
|     single_transformer_blocks.0.proj_out.bias      |    3072    |
|   single_transformer_blocks.0.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.0.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.0.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.0.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.0.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.0.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.0.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.0.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.1.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.1.norm.linear.bias    |    9216    |
|    single_transformer_blocks.1.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.1.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.1.proj_out.weight     |  47185920  |
|     single_transformer_blocks.1.proj_out.bias      |    3072    |
|   single_transformer_blocks.1.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.1.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.1.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.1.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.1.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.1.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.1.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.1.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.2.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.2.norm.linear.bias    |    9216    |
|    single_transformer_blocks.2.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.2.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.2.proj_out.weight     |  47185920  |
|     single_transformer_blocks.2.proj_out.bias      |    3072    |
|   single_transformer_blocks.2.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.2.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.2.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.2.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.2.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.2.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.2.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.2.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.3.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.3.norm.linear.bias    |    9216    |
|    single_transformer_blocks.3.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.3.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.3.proj_out.weight     |  47185920  |
|     single_transformer_blocks.3.proj_out.bias      |    3072    |
|   single_transformer_blocks.3.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.3.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.3.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.3.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.3.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.3.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.3.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.3.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.4.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.4.norm.linear.bias    |    9216    |
|    single_transformer_blocks.4.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.4.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.4.proj_out.weight     |  47185920  |
|     single_transformer_blocks.4.proj_out.bias      |    3072    |
|   single_transformer_blocks.4.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.4.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.4.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.4.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.4.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.4.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.4.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.4.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.5.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.5.norm.linear.bias    |    9216    |
|    single_transformer_blocks.5.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.5.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.5.proj_out.weight     |  47185920  |
|     single_transformer_blocks.5.proj_out.bias      |    3072    |
|   single_transformer_blocks.5.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.5.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.5.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.5.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.5.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.5.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.5.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.5.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.6.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.6.norm.linear.bias    |    9216    |
|    single_transformer_blocks.6.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.6.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.6.proj_out.weight     |  47185920  |
|     single_transformer_blocks.6.proj_out.bias      |    3072    |
|   single_transformer_blocks.6.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.6.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.6.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.6.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.6.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.6.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.6.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.6.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.7.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.7.norm.linear.bias    |    9216    |
|    single_transformer_blocks.7.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.7.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.7.proj_out.weight     |  47185920  |
|     single_transformer_blocks.7.proj_out.bias      |    3072    |
|   single_transformer_blocks.7.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.7.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.7.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.7.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.7.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.7.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.7.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.7.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.8.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.8.norm.linear.bias    |    9216    |
|    single_transformer_blocks.8.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.8.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.8.proj_out.weight     |  47185920  |
|     single_transformer_blocks.8.proj_out.bias      |    3072    |
|   single_transformer_blocks.8.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.8.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.8.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.8.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.8.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.8.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.8.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.8.attn.to_v.bias     |    3072    |
|   single_transformer_blocks.9.norm.linear.weight   |  28311552  |
|    single_transformer_blocks.9.norm.linear.bias    |    9216    |
|    single_transformer_blocks.9.proj_mlp.weight     |  37748736  |
|     single_transformer_blocks.9.proj_mlp.bias      |   12288    |
|    single_transformer_blocks.9.proj_out.weight     |  47185920  |
|     single_transformer_blocks.9.proj_out.bias      |    3072    |
|   single_transformer_blocks.9.attn.norm_q.weight   |    128     |
|   single_transformer_blocks.9.attn.norm_k.weight   |    128     |
|    single_transformer_blocks.9.attn.to_q.weight    |  9437184   |
|     single_transformer_blocks.9.attn.to_q.bias     |    3072    |
|    single_transformer_blocks.9.attn.to_k.weight    |  9437184   |
|     single_transformer_blocks.9.attn.to_k.bias     |    3072    |
|    single_transformer_blocks.9.attn.to_v.weight    |  9437184   |
|     single_transformer_blocks.9.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.10.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.10.norm.linear.bias    |    9216    |
|    single_transformer_blocks.10.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.10.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.10.proj_out.weight    |  47185920  |
|     single_transformer_blocks.10.proj_out.bias     |    3072    |
|  single_transformer_blocks.10.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.10.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.10.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.10.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.10.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.10.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.10.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.10.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.11.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.11.norm.linear.bias    |    9216    |
|    single_transformer_blocks.11.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.11.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.11.proj_out.weight    |  47185920  |
|     single_transformer_blocks.11.proj_out.bias     |    3072    |
|  single_transformer_blocks.11.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.11.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.11.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.11.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.11.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.11.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.11.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.11.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.12.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.12.norm.linear.bias    |    9216    |
|    single_transformer_blocks.12.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.12.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.12.proj_out.weight    |  47185920  |
|     single_transformer_blocks.12.proj_out.bias     |    3072    |
|  single_transformer_blocks.12.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.12.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.12.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.12.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.12.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.12.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.12.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.12.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.13.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.13.norm.linear.bias    |    9216    |
|    single_transformer_blocks.13.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.13.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.13.proj_out.weight    |  47185920  |
|     single_transformer_blocks.13.proj_out.bias     |    3072    |
|  single_transformer_blocks.13.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.13.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.13.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.13.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.13.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.13.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.13.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.13.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.14.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.14.norm.linear.bias    |    9216    |
|    single_transformer_blocks.14.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.14.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.14.proj_out.weight    |  47185920  |
|     single_transformer_blocks.14.proj_out.bias     |    3072    |
|  single_transformer_blocks.14.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.14.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.14.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.14.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.14.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.14.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.14.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.14.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.15.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.15.norm.linear.bias    |    9216    |
|    single_transformer_blocks.15.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.15.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.15.proj_out.weight    |  47185920  |
|     single_transformer_blocks.15.proj_out.bias     |    3072    |
|  single_transformer_blocks.15.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.15.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.15.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.15.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.15.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.15.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.15.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.15.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.16.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.16.norm.linear.bias    |    9216    |
|    single_transformer_blocks.16.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.16.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.16.proj_out.weight    |  47185920  |
|     single_transformer_blocks.16.proj_out.bias     |    3072    |
|  single_transformer_blocks.16.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.16.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.16.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.16.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.16.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.16.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.16.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.16.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.17.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.17.norm.linear.bias    |    9216    |
|    single_transformer_blocks.17.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.17.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.17.proj_out.weight    |  47185920  |
|     single_transformer_blocks.17.proj_out.bias     |    3072    |
|  single_transformer_blocks.17.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.17.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.17.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.17.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.17.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.17.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.17.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.17.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.18.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.18.norm.linear.bias    |    9216    |
|    single_transformer_blocks.18.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.18.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.18.proj_out.weight    |  47185920  |
|     single_transformer_blocks.18.proj_out.bias     |    3072    |
|  single_transformer_blocks.18.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.18.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.18.attn.to_q.weight    |  9437184   |
|    single_transformer_blocks.18.attn.to_q.bias     |    3072    |
|   single_transformer_blocks.18.attn.to_k.weight    |  9437184   |
|    single_transformer_blocks.18.attn.to_k.bias     |    3072    |
|   single_transformer_blocks.18.attn.to_v.weight    |  9437184   |
|    single_transformer_blocks.18.attn.to_v.bias     |    3072    |
|  single_transformer_blocks.19.norm.linear.weight   |  28311552  |
|   single_transformer_blocks.19.norm.linear.bias    |    9216    |
|    single_transformer_blocks.19.proj_mlp.weight    |  37748736  |
|     single_transformer_blocks.19.proj_mlp.bias     |   12288    |
|    single_transformer_blocks.19.proj_out.weight    |  47185920  |
|     single_transformer_blocks.19.proj_out.bias     |    3072    |
|  single_transformer_blocks.19.attn.norm_q.weight   |    128     |
|  single_transformer_blocks.19.attn.norm_k.weight   |    128     |
|   single_transformer_blocks.19.attn.to_q.weight    |  9437184   |
