+--------------------------------------------------+------------+
|                     Modules                      | Parameters |
|          blocks.14.attn1.norm_q.weight           |     88     |
|           blocks.14.attn1.norm_q.bias            |     88     |
|          blocks.14.attn1.norm_k.weight           |     88     |
|           blocks.14.attn1.norm_k.bias            |     88     |
|           blocks.14.attn1.to_q.weight            |  1982464   |
|            blocks.14.attn1.to_q.bias             |    1408    |
|           blocks.14.attn1.to_k.weight            |  1982464   |
|            blocks.14.attn1.to_k.bias             |    1408    |
|           blocks.14.attn1.to_v.weight            |  1982464   |
|            blocks.14.attn1.to_v.bias             |    1408    |
|         blocks.14.attn1.to_out.0.weight          |  1982464   |
|          blocks.14.attn1.to_out.0.bias           |    1408    |
|              blocks.14.norm2.weight              |    1408    |
|               blocks.14.norm2.bias               |    1408    |
|          blocks.14.attn2.norm_q.weight           |     88     |
|           blocks.14.attn2.norm_q.bias            |     88     |
|          blocks.14.attn2.norm_k.weight           |     88     |
|           blocks.14.attn2.norm_k.bias            |     88     |
|           blocks.14.attn2.to_q.weight            |  1982464   |
|            blocks.14.attn2.to_q.bias             |    1408    |
|           blocks.14.attn2.to_k.weight            |  1441792   |
|            blocks.14.attn2.to_k.bias             |    1408    |
|           blocks.14.attn2.to_v.weight            |  1441792   |
|            blocks.14.attn2.to_v.bias             |    1408    |
|         blocks.14.attn2.to_out.0.weight          |  1982464   |
|          blocks.14.attn2.to_out.0.bias           |    1408    |
|              blocks.14.norm3.weight              |    1408    |
|               blocks.14.norm3.bias               |    1408    |
|          blocks.14.ff.net.0.proj.weight          |  8650752   |
|           blocks.14.ff.net.0.proj.bias           |    6144    |
|            blocks.14.ff.net.2.weight             |  8650752   |
|             blocks.14.ff.net.2.bias              |    1408    |
|          blocks.15.norm1.linear.weight           |  1982464   |
|           blocks.15.norm1.linear.bias            |    1408    |
|           blocks.15.norm1.norm.weight            |    1408    |
|            blocks.15.norm1.norm.bias             |    1408    |
|          blocks.15.attn1.norm_q.weight           |     88     |
|           blocks.15.attn1.norm_q.bias            |     88     |
|          blocks.15.attn1.norm_k.weight           |     88     |
|           blocks.15.attn1.norm_k.bias            |     88     |
|           blocks.15.attn1.to_q.weight            |  1982464   |
|            blocks.15.attn1.to_q.bias             |    1408    |
|           blocks.15.attn1.to_k.weight            |  1982464   |
|            blocks.15.attn1.to_k.bias             |    1408    |
|           blocks.15.attn1.to_v.weight            |  1982464   |
|            blocks.15.attn1.to_v.bias             |    1408    |
|         blocks.15.attn1.to_out.0.weight          |  1982464   |
|          blocks.15.attn1.to_out.0.bias           |    1408    |
|              blocks.15.norm2.weight              |    1408    |
|               blocks.15.norm2.bias               |    1408    |
|          blocks.15.attn2.norm_q.weight           |     88     |
|           blocks.15.attn2.norm_q.bias            |     88     |
|          blocks.15.attn2.norm_k.weight           |     88     |
|           blocks.15.attn2.norm_k.bias            |     88     |
|           blocks.15.attn2.to_q.weight            |  1982464   |
|            blocks.15.attn2.to_q.bias             |    1408    |
|           blocks.15.attn2.to_k.weight            |  1441792   |
|            blocks.15.attn2.to_k.bias             |    1408    |
|           blocks.15.attn2.to_v.weight            |  1441792   |
|            blocks.15.attn2.to_v.bias             |    1408    |
|         blocks.15.attn2.to_out.0.weight          |  1982464   |
|          blocks.15.attn2.to_out.0.bias           |    1408    |
|              blocks.15.norm3.weight              |    1408    |
|               blocks.15.norm3.bias               |    1408    |
|          blocks.15.ff.net.0.proj.weight          |  8650752   |
|           blocks.15.ff.net.0.proj.bias           |    6144    |
|            blocks.15.ff.net.2.weight             |  8650752   |
|             blocks.15.ff.net.2.bias              |    1408    |
|          blocks.16.norm1.linear.weight           |  1982464   |
|           blocks.16.norm1.linear.bias            |    1408    |
|           blocks.16.norm1.norm.weight            |    1408    |
|            blocks.16.norm1.norm.bias             |    1408    |
|          blocks.16.attn1.norm_q.weight           |     88     |
|           blocks.16.attn1.norm_q.bias            |     88     |
|          blocks.16.attn1.norm_k.weight           |     88     |
|           blocks.16.attn1.norm_k.bias            |     88     |
|           blocks.16.attn1.to_q.weight            |  1982464   |
|            blocks.16.attn1.to_q.bias             |    1408    |
|           blocks.16.attn1.to_k.weight            |  1982464   |
|            blocks.16.attn1.to_k.bias             |    1408    |
|           blocks.16.attn1.to_v.weight            |  1982464   |
|            blocks.16.attn1.to_v.bias             |    1408    |
|         blocks.16.attn1.to_out.0.weight          |  1982464   |
|          blocks.16.attn1.to_out.0.bias           |    1408    |
|              blocks.16.norm2.weight              |    1408    |
|               blocks.16.norm2.bias               |    1408    |
|          blocks.16.attn2.norm_q.weight           |     88     |
|           blocks.16.attn2.norm_q.bias            |     88     |
|          blocks.16.attn2.norm_k.weight           |     88     |
|           blocks.16.attn2.norm_k.bias            |     88     |
|           blocks.16.attn2.to_q.weight            |  1982464   |
|            blocks.16.attn2.to_q.bias             |    1408    |
|           blocks.16.attn2.to_k.weight            |  1441792   |
|            blocks.16.attn2.to_k.bias             |    1408    |
|           blocks.16.attn2.to_v.weight            |  1441792   |
|            blocks.16.attn2.to_v.bias             |    1408    |
|         blocks.16.attn2.to_out.0.weight          |  1982464   |
|          blocks.16.attn2.to_out.0.bias           |    1408    |
|              blocks.16.norm3.weight              |    1408    |
|               blocks.16.norm3.bias               |    1408    |
|          blocks.16.ff.net.0.proj.weight          |  8650752   |
|           blocks.16.ff.net.0.proj.bias           |    6144    |
|            blocks.16.ff.net.2.weight             |  8650752   |
|             blocks.16.ff.net.2.bias              |    1408    |
|          blocks.17.norm1.linear.weight           |  1982464   |
|           blocks.17.norm1.linear.bias            |    1408    |
|           blocks.17.norm1.norm.weight            |    1408    |
|            blocks.17.norm1.norm.bias             |    1408    |
|          blocks.17.attn1.norm_q.weight           |     88     |
|           blocks.17.attn1.norm_q.bias            |     88     |
|          blocks.17.attn1.norm_k.weight           |     88     |
|           blocks.17.attn1.norm_k.bias            |     88     |
|           blocks.17.attn1.to_q.weight            |  1982464   |
|            blocks.17.attn1.to_q.bias             |    1408    |
|           blocks.17.attn1.to_k.weight            |  1982464   |
|            blocks.17.attn1.to_k.bias             |    1408    |
|           blocks.17.attn1.to_v.weight            |  1982464   |
|            blocks.17.attn1.to_v.bias             |    1408    |
|         blocks.17.attn1.to_out.0.weight          |  1982464   |
|          blocks.17.attn1.to_out.0.bias           |    1408    |
|              blocks.17.norm2.weight              |    1408    |
|               blocks.17.norm2.bias               |    1408    |
|          blocks.17.attn2.norm_q.weight           |     88     |
|           blocks.17.attn2.norm_q.bias            |     88     |
|          blocks.17.attn2.norm_k.weight           |     88     |
|           blocks.17.attn2.norm_k.bias            |     88     |
|           blocks.17.attn2.to_q.weight            |  1982464   |
|            blocks.17.attn2.to_q.bias             |    1408    |
|           blocks.17.attn2.to_k.weight            |  1441792   |
|            blocks.17.attn2.to_k.bias             |    1408    |
|           blocks.17.attn2.to_v.weight            |  1441792   |
|            blocks.17.attn2.to_v.bias             |    1408    |
|         blocks.17.attn2.to_out.0.weight          |  1982464   |
|          blocks.17.attn2.to_out.0.bias           |    1408    |
|              blocks.17.norm3.weight              |    1408    |
|               blocks.17.norm3.bias               |    1408    |
|          blocks.17.ff.net.0.proj.weight          |  8650752   |
|           blocks.17.ff.net.0.proj.bias           |    6144    |
|            blocks.17.ff.net.2.weight             |  8650752   |
|             blocks.17.ff.net.2.bias              |    1408    |
|          blocks.18.norm1.linear.weight           |  1982464   |
|           blocks.18.norm1.linear.bias            |    1408    |
|           blocks.18.norm1.norm.weight            |    1408    |
|            blocks.18.norm1.norm.bias             |    1408    |
|          blocks.18.attn1.norm_q.weight           |     88     |
|           blocks.18.attn1.norm_q.bias            |     88     |
|          blocks.18.attn1.norm_k.weight           |     88     |
|           blocks.18.attn1.norm_k.bias            |     88     |
|           blocks.18.attn1.to_q.weight            |  1982464   |
|            blocks.18.attn1.to_q.bias             |    1408    |
|           blocks.18.attn1.to_k.weight            |  1982464   |
|            blocks.18.attn1.to_k.bias             |    1408    |
|           blocks.18.attn1.to_v.weight            |  1982464   |
|            blocks.18.attn1.to_v.bias             |    1408    |
|         blocks.18.attn1.to_out.0.weight          |  1982464   |
|          blocks.18.attn1.to_out.0.bias           |    1408    |
|              blocks.18.norm2.weight              |    1408    |
|               blocks.18.norm2.bias               |    1408    |
|          blocks.18.attn2.norm_q.weight           |     88     |
|           blocks.18.attn2.norm_q.bias            |     88     |
|          blocks.18.attn2.norm_k.weight           |     88     |
|           blocks.18.attn2.norm_k.bias            |     88     |
|           blocks.18.attn2.to_q.weight            |  1982464   |
|            blocks.18.attn2.to_q.bias             |    1408    |
|           blocks.18.attn2.to_k.weight            |  1441792   |
|            blocks.18.attn2.to_k.bias             |    1408    |
|           blocks.18.attn2.to_v.weight            |  1441792   |
|            blocks.18.attn2.to_v.bias             |    1408    |
|         blocks.18.attn2.to_out.0.weight          |  1982464   |
|          blocks.18.attn2.to_out.0.bias           |    1408    |
|              blocks.18.norm3.weight              |    1408    |
|               blocks.18.norm3.bias               |    1408    |
|          blocks.18.ff.net.0.proj.weight          |  8650752   |
|           blocks.18.ff.net.0.proj.bias           |    6144    |
|            blocks.18.ff.net.2.weight             |  8650752   |
|             blocks.18.ff.net.2.bias              |    1408    |
|          blocks.19.norm1.linear.weight           |  1982464   |
|           blocks.19.norm1.linear.bias            |    1408    |
|           blocks.19.norm1.norm.weight            |    1408    |
|            blocks.19.norm1.norm.bias             |    1408    |
|          blocks.19.attn1.norm_q.weight           |     88     |
|           blocks.19.attn1.norm_q.bias            |     88     |
|          blocks.19.attn1.norm_k.weight           |     88     |
|           blocks.19.attn1.norm_k.bias            |     88     |
|           blocks.19.attn1.to_q.weight            |  1982464   |
|            blocks.19.attn1.to_q.bias             |    1408    |
|           blocks.19.attn1.to_k.weight            |  1982464   |
|            blocks.19.attn1.to_k.bias             |    1408    |
|           blocks.19.attn1.to_v.weight            |  1982464   |
|            blocks.19.attn1.to_v.bias             |    1408    |
|         blocks.19.attn1.to_out.0.weight          |  1982464   |
|          blocks.19.attn1.to_out.0.bias           |    1408    |
|              blocks.19.norm2.weight              |    1408    |
|               blocks.19.norm2.bias               |    1408    |
|          blocks.19.attn2.norm_q.weight           |     88     |
|           blocks.19.attn2.norm_q.bias            |     88     |
|          blocks.19.attn2.norm_k.weight           |     88     |
|           blocks.19.attn2.norm_k.bias            |     88     |
|           blocks.19.attn2.to_q.weight            |  1982464   |
|            blocks.19.attn2.to_q.bias             |    1408    |
|           blocks.19.attn2.to_k.weight            |  1441792   |
|            blocks.19.attn2.to_k.bias             |    1408    |
|           blocks.19.attn2.to_v.weight            |  1441792   |
|            blocks.19.attn2.to_v.bias             |    1408    |
|         blocks.19.attn2.to_out.0.weight          |  1982464   |
|          blocks.19.attn2.to_out.0.bias           |    1408    |
|              blocks.19.norm3.weight              |    1408    |
|               blocks.19.norm3.bias               |    1408    |
|          blocks.19.ff.net.0.proj.weight          |  8650752   |
|           blocks.19.ff.net.0.proj.bias           |    6144    |
|            blocks.19.ff.net.2.weight             |  8650752   |
|             blocks.19.ff.net.2.bias              |    1408    |
|          blocks.20.norm1.linear.weight           |  1982464   |
|           blocks.20.norm1.linear.bias            |    1408    |
|           blocks.20.norm1.norm.weight            |    1408    |
|            blocks.20.norm1.norm.bias             |    1408    |
|          blocks.20.attn1.norm_q.weight           |     88     |
|           blocks.20.attn1.norm_q.bias            |     88     |
|          blocks.20.attn1.norm_k.weight           |     88     |
|           blocks.20.attn1.norm_k.bias            |     88     |
|           blocks.20.attn1.to_q.weight            |  1982464   |
|            blocks.20.attn1.to_q.bias             |    1408    |
|           blocks.20.attn1.to_k.weight            |  1982464   |
|            blocks.20.attn1.to_k.bias             |    1408    |
|           blocks.20.attn1.to_v.weight            |  1982464   |
|            blocks.20.attn1.to_v.bias             |    1408    |
|         blocks.20.attn1.to_out.0.weight          |  1982464   |
|          blocks.20.attn1.to_out.0.bias           |    1408    |
|              blocks.20.norm2.weight              |    1408    |
|               blocks.20.norm2.bias               |    1408    |
|          blocks.20.attn2.norm_q.weight           |     88     |
|           blocks.20.attn2.norm_q.bias            |     88     |
|          blocks.20.attn2.norm_k.weight           |     88     |
|           blocks.20.attn2.norm_k.bias            |     88     |
|           blocks.20.attn2.to_q.weight            |  1982464   |
|            blocks.20.attn2.to_q.bias             |    1408    |
|           blocks.20.attn2.to_k.weight            |  1441792   |
|            blocks.20.attn2.to_k.bias             |    1408    |
|           blocks.20.attn2.to_v.weight            |  1441792   |
|            blocks.20.attn2.to_v.bias             |    1408    |
|         blocks.20.attn2.to_out.0.weight          |  1982464   |
|          blocks.20.attn2.to_out.0.bias           |    1408    |
|              blocks.20.norm3.weight              |    1408    |
|               blocks.20.norm3.bias               |    1408    |
|          blocks.20.ff.net.0.proj.weight          |  8650752   |
|           blocks.20.ff.net.0.proj.bias           |    6144    |
|            blocks.20.ff.net.2.weight             |  8650752   |
|             blocks.20.ff.net.2.bias              |    1408    |
|          blocks.21.norm1.linear.weight           |  1982464   |
|           blocks.21.norm1.linear.bias            |    1408    |
|           blocks.21.norm1.norm.weight            |    1408    |
|            blocks.21.norm1.norm.bias             |    1408    |
|          blocks.21.attn1.norm_q.weight           |     88     |
|           blocks.21.attn1.norm_q.bias            |     88     |
|          blocks.21.attn1.norm_k.weight           |     88     |
|           blocks.21.attn1.norm_k.bias            |     88     |
|           blocks.21.attn1.to_q.weight            |  1982464   |
|            blocks.21.attn1.to_q.bias             |    1408    |
|           blocks.21.attn1.to_k.weight            |  1982464   |
|            blocks.21.attn1.to_k.bias             |    1408    |
|           blocks.21.attn1.to_v.weight            |  1982464   |
|            blocks.21.attn1.to_v.bias             |    1408    |
|         blocks.21.attn1.to_out.0.weight          |  1982464   |
|          blocks.21.attn1.to_out.0.bias           |    1408    |
|              blocks.21.norm2.weight              |    1408    |
|               blocks.21.norm2.bias               |    1408    |
|          blocks.21.attn2.norm_q.weight           |     88     |
|           blocks.21.attn2.norm_q.bias            |     88     |
|          blocks.21.attn2.norm_k.weight           |     88     |
|           blocks.21.attn2.norm_k.bias            |     88     |
|           blocks.21.attn2.to_q.weight            |  1982464   |
|            blocks.21.attn2.to_q.bias             |    1408    |
|           blocks.21.attn2.to_k.weight            |  1441792   |
|            blocks.21.attn2.to_k.bias             |    1408    |
|           blocks.21.attn2.to_v.weight            |  1441792   |
|            blocks.21.attn2.to_v.bias             |    1408    |
|         blocks.21.attn2.to_out.0.weight          |  1982464   |
|          blocks.21.attn2.to_out.0.bias           |    1408    |
|              blocks.21.norm3.weight              |    1408    |
|               blocks.21.norm3.bias               |    1408    |
|          blocks.21.ff.net.0.proj.weight          |  8650752   |
|           blocks.21.ff.net.0.proj.bias           |    6144    |
|            blocks.21.ff.net.2.weight             |  8650752   |
|             blocks.21.ff.net.2.bias              |    1408    |
|            blocks.21.skip_norm.weight            |    2816    |
|             blocks.21.skip_norm.bias             |    2816    |
|           blocks.21.skip_linear.weight           |  3964928   |
|            blocks.21.skip_linear.bias            |    1408    |
|          blocks.22.norm1.linear.weight           |  1982464   |
|           blocks.22.norm1.linear.bias            |    1408    |
|           blocks.22.norm1.norm.weight            |    1408    |
|            blocks.22.norm1.norm.bias             |    1408    |
|          blocks.22.attn1.norm_q.weight           |     88     |
|           blocks.22.attn1.norm_q.bias            |     88     |
|          blocks.22.attn1.norm_k.weight           |     88     |
|           blocks.22.attn1.norm_k.bias            |     88     |
|           blocks.22.attn1.to_q.weight            |  1982464   |
|            blocks.22.attn1.to_q.bias             |    1408    |
|           blocks.22.attn1.to_k.weight            |  1982464   |
|            blocks.22.attn1.to_k.bias             |    1408    |
|           blocks.22.attn1.to_v.weight            |  1982464   |
|            blocks.22.attn1.to_v.bias             |    1408    |
|         blocks.22.attn1.to_out.0.weight          |  1982464   |
|          blocks.22.attn1.to_out.0.bias           |    1408    |
|              blocks.22.norm2.weight              |    1408    |
|               blocks.22.norm2.bias               |    1408    |
|          blocks.22.attn2.norm_q.weight           |     88     |
|           blocks.22.attn2.norm_q.bias            |     88     |
|          blocks.22.attn2.norm_k.weight           |     88     |
|           blocks.22.attn2.norm_k.bias            |     88     |
|           blocks.22.attn2.to_q.weight            |  1982464   |
|            blocks.22.attn2.to_q.bias             |    1408    |
|           blocks.22.attn2.to_k.weight            |  1441792   |
|            blocks.22.attn2.to_k.bias             |    1408    |
|           blocks.22.attn2.to_v.weight            |  1441792   |
|            blocks.22.attn2.to_v.bias             |    1408    |
|         blocks.22.attn2.to_out.0.weight          |  1982464   |
|          blocks.22.attn2.to_out.0.bias           |    1408    |
|              blocks.22.norm3.weight              |    1408    |
|               blocks.22.norm3.bias               |    1408    |
|          blocks.22.ff.net.0.proj.weight          |  8650752   |
|           blocks.22.ff.net.0.proj.bias           |    6144    |
|            blocks.22.ff.net.2.weight             |  8650752   |
|             blocks.22.ff.net.2.bias              |    1408    |
|            blocks.22.skip_norm.weight            |    2816    |
|             blocks.22.skip_norm.bias             |    2816    |
|           blocks.22.skip_linear.weight           |  3964928   |
|            blocks.22.skip_linear.bias            |    1408    |
|          blocks.23.norm1.linear.weight           |  1982464   |
|           blocks.23.norm1.linear.bias            |    1408    |
|           blocks.23.norm1.norm.weight            |    1408    |
|            blocks.23.norm1.norm.bias             |    1408    |
|          blocks.23.attn1.norm_q.weight           |     88     |
|           blocks.23.attn1.norm_q.bias            |     88     |
|          blocks.23.attn1.norm_k.weight           |     88     |
|           blocks.23.attn1.norm_k.bias            |     88     |
|           blocks.23.attn1.to_q.weight            |  1982464   |
|            blocks.23.attn1.to_q.bias             |    1408    |
|           blocks.23.attn1.to_k.weight            |  1982464   |
|            blocks.23.attn1.to_k.bias             |    1408    |
|           blocks.23.attn1.to_v.weight            |  1982464   |
|            blocks.23.attn1.to_v.bias             |    1408    |
|         blocks.23.attn1.to_out.0.weight          |  1982464   |
|          blocks.23.attn1.to_out.0.bias           |    1408    |
|              blocks.23.norm2.weight              |    1408    |
|               blocks.23.norm2.bias               |    1408    |
|          blocks.23.attn2.norm_q.weight           |     88     |
|           blocks.23.attn2.norm_q.bias            |     88     |
|          blocks.23.attn2.norm_k.weight           |     88     |
|           blocks.23.attn2.norm_k.bias            |     88     |
|           blocks.23.attn2.to_q.weight            |  1982464   |
|            blocks.23.attn2.to_q.bias             |    1408    |
|           blocks.23.attn2.to_k.weight            |  1441792   |
|            blocks.23.attn2.to_k.bias             |    1408    |
|           blocks.23.attn2.to_v.weight            |  1441792   |
|            blocks.23.attn2.to_v.bias             |    1408    |
|         blocks.23.attn2.to_out.0.weight          |  1982464   |
|          blocks.23.attn2.to_out.0.bias           |    1408    |
|              blocks.23.norm3.weight              |    1408    |
|               blocks.23.norm3.bias               |    1408    |
|          blocks.23.ff.net.0.proj.weight          |  8650752   |
|           blocks.23.ff.net.0.proj.bias           |    6144    |
|            blocks.23.ff.net.2.weight             |  8650752   |
|             blocks.23.ff.net.2.bias              |    1408    |
|            blocks.23.skip_norm.weight            |    2816    |
|             blocks.23.skip_norm.bias             |    2816    |
|           blocks.23.skip_linear.weight           |  3964928   |
|            blocks.23.skip_linear.bias            |    1408    |
|          blocks.24.norm1.linear.weight           |  1982464   |
|           blocks.24.norm1.linear.bias            |    1408    |
|           blocks.24.norm1.norm.weight            |    1408    |
|            blocks.24.norm1.norm.bias             |    1408    |
|          blocks.24.attn1.norm_q.weight           |     88     |
|           blocks.24.attn1.norm_q.bias            |     88     |
|          blocks.24.attn1.norm_k.weight           |     88     |
|           blocks.24.attn1.norm_k.bias            |     88     |
|           blocks.24.attn1.to_q.weight            |  1982464   |
|            blocks.24.attn1.to_q.bias             |    1408    |
|           blocks.24.attn1.to_k.weight            |  1982464   |
|            blocks.24.attn1.to_k.bias             |    1408    |
|           blocks.24.attn1.to_v.weight            |  1982464   |
|            blocks.24.attn1.to_v.bias             |    1408    |
|         blocks.24.attn1.to_out.0.weight          |  1982464   |
|          blocks.24.attn1.to_out.0.bias           |    1408    |
|              blocks.24.norm2.weight              |    1408    |
|               blocks.24.norm2.bias               |    1408    |
|          blocks.24.attn2.norm_q.weight           |     88     |
|           blocks.24.attn2.norm_q.bias            |     88     |
|          blocks.24.attn2.norm_k.weight           |     88     |
|           blocks.24.attn2.norm_k.bias            |     88     |
|           blocks.24.attn2.to_q.weight            |  1982464   |
|            blocks.24.attn2.to_q.bias             |    1408    |
|           blocks.24.attn2.to_k.weight            |  1441792   |
|            blocks.24.attn2.to_k.bias             |    1408    |
|           blocks.24.attn2.to_v.weight            |  1441792   |
|            blocks.24.attn2.to_v.bias             |    1408    |
|         blocks.24.attn2.to_out.0.weight          |  1982464   |
|          blocks.24.attn2.to_out.0.bias           |    1408    |
|              blocks.24.norm3.weight              |    1408    |
|               blocks.24.norm3.bias               |    1408    |
|          blocks.24.ff.net.0.proj.weight          |  8650752   |
|           blocks.24.ff.net.0.proj.bias           |    6144    |
|            blocks.24.ff.net.2.weight             |  8650752   |
|             blocks.24.ff.net.2.bias              |    1408    |
|            blocks.24.skip_norm.weight            |    2816    |
|             blocks.24.skip_norm.bias             |    2816    |
|           blocks.24.skip_linear.weight           |  3964928   |
|            blocks.24.skip_linear.bias            |    1408    |
|          blocks.25.norm1.linear.weight           |  1982464   |
|           blocks.25.norm1.linear.bias            |    1408    |
|           blocks.25.norm1.norm.weight            |    1408    |
|            blocks.25.norm1.norm.bias             |    1408    |
|          blocks.25.attn1.norm_q.weight           |     88     |
|           blocks.25.attn1.norm_q.bias            |     88     |
|          blocks.25.attn1.norm_k.weight           |     88     |
|           blocks.25.attn1.norm_k.bias            |     88     |
|           blocks.25.attn1.to_q.weight            |  1982464   |
|            blocks.25.attn1.to_q.bias             |    1408    |
|           blocks.25.attn1.to_k.weight            |  1982464   |
|            blocks.25.attn1.to_k.bias             |    1408    |
|           blocks.25.attn1.to_v.weight            |  1982464   |
|            blocks.25.attn1.to_v.bias             |    1408    |
|         blocks.25.attn1.to_out.0.weight          |  1982464   |
|          blocks.25.attn1.to_out.0.bias           |    1408    |
|              blocks.25.norm2.weight              |    1408    |
|               blocks.25.norm2.bias               |    1408    |
|          blocks.25.attn2.norm_q.weight           |     88     |
|           blocks.25.attn2.norm_q.bias            |     88     |
|          blocks.25.attn2.norm_k.weight           |     88     |
|           blocks.25.attn2.norm_k.bias            |     88     |
|           blocks.25.attn2.to_q.weight            |  1982464   |
|            blocks.25.attn2.to_q.bias             |    1408    |
|           blocks.25.attn2.to_k.weight            |  1441792   |
|            blocks.25.attn2.to_k.bias             |    1408    |
|           blocks.25.attn2.to_v.weight            |  1441792   |
|            blocks.25.attn2.to_v.bias             |    1408    |
|         blocks.25.attn2.to_out.0.weight          |  1982464   |
|          blocks.25.attn2.to_out.0.bias           |    1408    |
|              blocks.25.norm3.weight              |    1408    |
|               blocks.25.norm3.bias               |    1408    |
|          blocks.25.ff.net.0.proj.weight          |  8650752   |
|           blocks.25.ff.net.0.proj.bias           |    6144    |
|            blocks.25.ff.net.2.weight             |  8650752   |
|             blocks.25.ff.net.2.bias              |    1408    |
|            blocks.25.skip_norm.weight            |    2816    |
|             blocks.25.skip_norm.bias             |    2816    |
|           blocks.25.skip_linear.weight           |  3964928   |
|            blocks.25.skip_linear.bias            |    1408    |
|          blocks.26.norm1.linear.weight           |  1982464   |
|           blocks.26.norm1.linear.bias            |    1408    |
|           blocks.26.norm1.norm.weight            |    1408    |
|            blocks.26.norm1.norm.bias             |    1408    |
|          blocks.26.attn1.norm_q.weight           |     88     |
|           blocks.26.attn1.norm_q.bias            |     88     |
|          blocks.26.attn1.norm_k.weight           |     88     |
|           blocks.26.attn1.norm_k.bias            |     88     |
|           blocks.26.attn1.to_q.weight            |  1982464   |
|            blocks.26.attn1.to_q.bias             |    1408    |
|           blocks.26.attn1.to_k.weight            |  1982464   |
|            blocks.26.attn1.to_k.bias             |    1408    |
|           blocks.26.attn1.to_v.weight            |  1982464   |
|            blocks.26.attn1.to_v.bias             |    1408    |
|         blocks.26.attn1.to_out.0.weight          |  1982464   |
|          blocks.26.attn1.to_out.0.bias           |    1408    |
|              blocks.26.norm2.weight              |    1408    |
|               blocks.26.norm2.bias               |    1408    |
|          blocks.26.attn2.norm_q.weight           |     88     |
|           blocks.26.attn2.norm_q.bias            |     88     |
|          blocks.26.attn2.norm_k.weight           |     88     |
|           blocks.26.attn2.norm_k.bias            |     88     |
|           blocks.26.attn2.to_q.weight            |  1982464   |
|            blocks.26.attn2.to_q.bias             |    1408    |
|           blocks.26.attn2.to_k.weight            |  1441792   |
|            blocks.26.attn2.to_k.bias             |    1408    |
|           blocks.26.attn2.to_v.weight            |  1441792   |
|            blocks.26.attn2.to_v.bias             |    1408    |
|         blocks.26.attn2.to_out.0.weight          |  1982464   |
|          blocks.26.attn2.to_out.0.bias           |    1408    |
|              blocks.26.norm3.weight              |    1408    |
|               blocks.26.norm3.bias               |    1408    |
|          blocks.26.ff.net.0.proj.weight          |  8650752   |
|           blocks.26.ff.net.0.proj.bias           |    6144    |
|            blocks.26.ff.net.2.weight             |  8650752   |
|             blocks.26.ff.net.2.bias              |    1408    |
|            blocks.26.skip_norm.weight            |    2816    |
|             blocks.26.skip_norm.bias             |    2816    |
|           blocks.26.skip_linear.weight           |  3964928   |
|            blocks.26.skip_linear.bias            |    1408    |
|          blocks.27.norm1.linear.weight           |  1982464   |
|           blocks.27.norm1.linear.bias            |    1408    |
|           blocks.27.norm1.norm.weight            |    1408    |
|            blocks.27.norm1.norm.bias             |    1408    |
|          blocks.27.attn1.norm_q.weight           |     88     |
|           blocks.27.attn1.norm_q.bias            |     88     |
|          blocks.27.attn1.norm_k.weight           |     88     |
|           blocks.27.attn1.norm_k.bias            |     88     |
|           blocks.27.attn1.to_q.weight            |  1982464   |
|            blocks.27.attn1.to_q.bias             |    1408    |
|           blocks.27.attn1.to_k.weight            |  1982464   |
|            blocks.27.attn1.to_k.bias             |    1408    |
|           blocks.27.attn1.to_v.weight            |  1982464   |
|            blocks.27.attn1.to_v.bias             |    1408    |
|         blocks.27.attn1.to_out.0.weight          |  1982464   |
|          blocks.27.attn1.to_out.0.bias           |    1408    |
|              blocks.27.norm2.weight              |    1408    |
|               blocks.27.norm2.bias               |    1408    |
|          blocks.27.attn2.norm_q.weight           |     88     |
|           blocks.27.attn2.norm_q.bias            |     88     |
|          blocks.27.attn2.norm_k.weight           |     88     |
|           blocks.27.attn2.norm_k.bias            |     88     |
|           blocks.27.attn2.to_q.weight            |  1982464   |
|            blocks.27.attn2.to_q.bias             |    1408    |
|           blocks.27.attn2.to_k.weight            |  1441792   |
|            blocks.27.attn2.to_k.bias             |    1408    |
|           blocks.27.attn2.to_v.weight            |  1441792   |
|            blocks.27.attn2.to_v.bias             |    1408    |
|         blocks.27.attn2.to_out.0.weight          |  1982464   |
|          blocks.27.attn2.to_out.0.bias           |    1408    |
|              blocks.27.norm3.weight              |    1408    |
|               blocks.27.norm3.bias               |    1408    |
|          blocks.27.ff.net.0.proj.weight          |  8650752   |
|           blocks.27.ff.net.0.proj.bias           |    6144    |
|            blocks.27.ff.net.2.weight             |  8650752   |
|             blocks.27.ff.net.2.bias              |    1408    |
|            blocks.27.skip_norm.weight            |    2816    |
|             blocks.27.skip_norm.bias             |    2816    |
|           blocks.27.skip_linear.weight           |  3964928   |
|            blocks.27.skip_linear.bias            |    1408    |
|          blocks.28.norm1.linear.weight           |  1982464   |
|           blocks.28.norm1.linear.bias            |    1408    |
|           blocks.28.norm1.norm.weight            |    1408    |
|            blocks.28.norm1.norm.bias             |    1408    |
|          blocks.28.attn1.norm_q.weight           |     88     |
|           blocks.28.attn1.norm_q.bias            |     88     |
|          blocks.28.attn1.norm_k.weight           |     88     |
|           blocks.28.attn1.norm_k.bias            |     88     |
|           blocks.28.attn1.to_q.weight            |  1982464   |
|            blocks.28.attn1.to_q.bias             |    1408    |
